Name of MB,Type of MB,Types of contaminants,CAS,SMILES,Compound Mw (g/mol),Compound size (nm),Compound stokes radius rs (nm),Compound charge,Compound log K ow,Density (g·cm-3),Diffusion coefficient (cm2·s-1),pKa1,pKa2,log D (pH=5.5),log D (pH=7.4),WS (mg/L),MinPartialCharge,MaxPartialCharge,Surface tension γs (dyne·cm-1),Min projection (Å),Max projection (Å),Total charge,E,S,A,B,V,MB MWCO (Da),MB pore radius rp (nm),rs/rp,ΦS,ΦD,∆Gs-m (J·m-2),MB contact angle (°),"MB surface energy, γm (J·m-2)",MB zeta potential (mV),"MB surface charge density , σm (mC·m-2)","MB volume charge density, δm (mol·m-3)",RMS roughness (nm),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,Reference,RD_MW,RD_LogP,RD_TPSA,RD_HBA,RD_HBD,RD_Rings,RD_RotBonds,RD_FracCSP3,Removal rate (%),zone
NF270,NF,Acetaminophen,103-90-2,CC(=O)NC1=CC=C(O)C=C1,151.165,0.444840420825266,0.329698226496231,0.0,0.907,1.293,3.25613433569989e-09,9.5,,0.49,0.49,14000.0,-0.507964315792578,0.220747436312425,52.8,3.49,5.67,0.0,1.12,1.63,1.01,0.91,1.1724,340.0,0.430317700421346,0.766173983020933,0.0546746062162949,1.0,-1.05667803733475,35.0,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,800.0,1440.0,0.3,7.0,Nanofiltration for wastewater reuse: Counteractive effects of fouling and matrice on the rejection of pharmaceutical active compounds,151.165,1.3505999999999998,49.33,2,2,1,1,0.125,87.0,low
NF270,NF,perﬂuorooctanoate,335-67-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,413.063,0.505276162113354,0.52637345979351,-1.0,5.113,,,0.0,,1.85,1.82,1.0,-0.254939806222316,0.348316233238499,16.8,3.76,6.79,42.7,-0.924999999999999,0.147,0.827,0.651,1.59719999999999,340.0,0.430317700421346,1.22322056303543,0.0498274197618544,0.189653457263089,0.232004424892156,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,520.107,10.0,0.001,6.5,Nanofiltration and granular activated carbon treatment of perfluoroalkyl acids,414.06399999999996,4.4451,37.3,1,1,0,6,0.875,95.0,high
HL,RO,Diltiazem,42399-41-7,COC1=CC=C([C@@H]2SC3=CC=CC=C3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)C=C1,414.52,0.721837931948717,0.527236745777657,0.9374,2.727,1.26,1.22127539539694e-09,,8.06,0.55,2.06,465.0,-0.496768207338094,0.30296730597444,,6.13,8.5,-10.3114,2.66,2.14,0.0,2.22,3.1365,190.0,0.311186830590451,1.69427717997342,0.482020802631845,1.49403745166482,,26.8,55.0,-11.0,-0.808970155470014,-26.9432506245784,,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,414.52700000000016,3.368500000000002,59.080000000000005,6,0,3,6,0.36363636363636365,99.82,high
ESPA1,RO,Sulfadiazine,68-35-9,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,250.28,0.526532050306532,0.416895808279041,-0.5058,0.387,1.52,7.92917942332583e-06,6.36,,-0.09,-0.09,77.0,-0.398727717127439,0.263723395488873,82.6,4.53,6.12,15.47748,2.08,2.55,0.65,1.37,1.7225,200.0,0.320205775712734,1.30196217526398,0.0911811552901546,0.547371589341917,-1.56904438647309,22.6,33.1919441164051,-30.6,-2.36766939804397,-76.6356067314867,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,250.28300000000004,0.8596000000000001,97.97,5,2,2,3,0.0,93.7308,high
NF270,NF,Sulfaguanidine,57-67-0,N=C(N)NS(=O)(=O)C1=CC=C(N)C=C1,214.24,0.486123441113469,0.387794031374289,0.0122,-0.92,1.62,9.04351814028078e-06,11.25,,-0.7,-0.7,32.1,-0.398727717067179,0.285026668587676,77.6,4.19,5.64,-0.52094,1.93,1.97,0.41,1.65,1.4944,340.0,0.430317700421346,0.901180757832133,0.00976524262263154,1.0204902945444,-1.68431263067763,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,1000.0,180.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,214.25,-0.5594299999999999,122.05999999999999,4,4,1,2,0.0,15.0,low
NF90,NF,Triclosan,3380-34-5,OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,289.54,0.522623191219066,0.446148223995723,-0.9952,4.982,1.55,7.35106530218672e-06,7.9,,5.27,5.13,12.0,-0.504203131684532,0.168713901663033,51.7,4.17,6.55,27.159008,1.73,1.55,0.47,0.45,1.8088,118.0,0.23866774606206,1.86932767982697,0.755730614913343,0.347338139270781,-0.94113374929873,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,690.0,10.0,0.8,10.0,Elucidating the Rejection Mechanisms of PPCPs by Nanoﬁltration and Reverse Osmosis Membranes ,289.54499999999996,5.144700000000002,29.46,2,1,2,2,0.0,93.0,high
TFC-SR2,NF,Acetaminophen,103-90-2,CC(=O)NC1=CC=C(O)C=C1,151.17,0.445,0.329703301751681,-0.0003,0.49,1.293,3.25613433569989e-09,9.5,,0.49,0.49,14000.0,-0.507964315792578,0.220747436312425,52.8,3.49,5.67,0.00285,1.12,1.63,1.01,0.91,1.1724,460.0,0.509227168082623,0.647458192368452,0.124285726128119,0.999889039251992,-1.12653368697138,57.0,49.077398473848,-9.5,-0.697304884005442,-14.192203883183,,500.0,360.0,0.001,6.0,Nanofiltration as tertiary treatment method for removing trace pharmaceutically active compounds in wastewater from wastewater treatment plants,151.165,1.3505999999999998,49.33,2,2,1,1,0.125,37.9,low
NF90,NF,Acetic acid,64-19-7,CC(=O)O,60.052,0.299874973947477,0.214549095169274,-1.0,-0.223,1.0446,3.96016849988337e-09,4.76,,-0.88,0.29,1000000.0,-0.481433475172105,0.299684553158214,31.9,2.75,3.27,27.29,0.27,0.64,0.62,0.44,0.4648,118.0,0.23866774606206,0.898944657203432,0.0102121823077319,0.345571130038132,-0.365431085776807,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,12.5,8.5,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,60.05200000000001,0.09089999999999993,37.3,1,1,0,0,0.5,80.75,low
TS80,NF,Dikegulac,18467-77-1,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1.O.O,274.269,0.526830143404874,0.43503825368093,-1.0,1.119,1.3,1.55776146240098e-09,1.77,,-1.8,-2.1,,-0.477174343563739,0.367099282311184,,4.55,6.1,32.7,0.851999999999999,1.642,0.413,2.564,1.86299999999999,200.0,0.320205775712734,1.35862088281385,0.128608937590185,0.279934614903336,,37.5,38.640678013963,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,5760.0,0.002,7.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration,310.2990000000001,-1.180299999999999,146.45000000000002,6,1,3,1,0.9166666666666666,94.008,high
NF90,NF,Clofibric acid,882-09-7,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,214.65,0.465832587954085,0.388139245689527,-1.0,2.899,1.265,2.42229915221711e-09,3.12,,0.44,-0.88,673.97,-0.478304313837279,0.34695272609642,43.7,3.5,6.2,27.29,0.994,1.353,0.502,0.984,1.55699999999999,118.0,0.23866774606206,1.62627440068337,0.392219624951314,0.345571130038132,-0.724750597232366,37.0,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,214.648,2.582,46.53,2,1,1,3,0.3,99.1632,high
NF,NF,Trimethoprim,738-70-5,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,290.323,0.587720171510218,0.44670933027277,0.9345,1.284,1.252,6.45675987277816e-06,,7.12,-1.16,-1.15,400.0,-0.492704456320783,0.221431635638239,53.9,4.97,6.95,-5.12106,1.89,2.5,0.21,1.69,2.1813,300.0,0.40133958063462,1.11304578922021,0.0127793504604201,1.22066078923239,-1.13568948275046,53.8,47.1484311236295,-5.48,-0.400711084331131,-10.3480391648948,5.9,1000.0,180.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,290.32300000000004,1.2575999999999998,105.51,7,2,2,5,0.2857142857142857,74.92,low
Desal5DL,NF,"3,5-Dihydroxybenzoic acid",99-10-5,O=C(O)C1=CC(O)=CC(O)=C1,154.121,0.432560978360277,0.332683215319301,-1.0085,1.024,1.559,3.36086170669303e-09,3.96,,-0.74,-2.01,50980.0,-0.507795949027861,0.335457307805646,84.2,3.89,4.81,14.09883,1.14,1.33,1.56,0.72,1.0491,260.0,0.370591631830006,0.897708385039591,0.0104635744912086,0.577556731641704,-1.79965079576829,44.0,41.7463721474666,-13.98,-1.03295052914342,-28.8883418294571,6.0,800.0,120.0,0.308242,7.0,Relation between membrane characteristics and performance in nanofiltration,154.12099999999998,0.7959999999999998,77.76,3,3,1,1,0.0,44.0,low
NF90,NF,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,118.0,0.23866774606206,1.70056816150403,0.490795748913137,1.0,,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,276.0,10.0,0.005,7.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,90.0,high
HL,RO,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.8735,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,9.6085,1.89,2.23,0.58,1.29,1.7244,190.0,0.311186830590451,1.34714594539034,0.120510307400953,0.687898341405778,-1.55114270286555,26.8,55.0,-11.0,-0.808970155470014,-26.9432506245784,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,89.009,low
NF90,NF,Acetic acid,64-19-7,CC(=O)O,60.052,0.299874973947477,0.214549095169274,-0.9891,-0.223,1.0446,3.96016849988337e-09,4.76,,-0.88,0.29,1000000.0,-0.481433475172105,0.299684553158214,31.9,2.75,3.27,26.992539,0.27,0.64,0.62,0.44,0.4648,118.0,0.23866774606206,0.898944657203432,0.0102121823077319,0.349596756708094,-0.365431085776807,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,12.5,6.5,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,60.05200000000001,0.09089999999999993,37.3,1,1,0,0,0.5,73.36,low
NF70,NF,Aniline,62-53-3,NC1=CC=CC=C1,93.129,0.372083324001493,0.263155305864566,0.0044,1.144,1.0217,2.69551360963244e-09,4.6,,1.12,1.17,36000.0,-0.39872882948659,0.0313475925912186,41.7,3.41,4.06,-0.11,0.96,0.96,0.26,0.41,0.8162,350.0,0.43732202896936,0.601742625416666,0.15860893641001,1.00429211802655,-0.761462203886496,54.1,47.3260782783959,-25.0,-1.89743927061638,-44.9681717271164,,1500.0,10.0,1.663035714,7.0,"Influence of molecular size, polarity and charge on the retention of organic molecules by nanofiltration",93.12899999999999,1.2688000000000001,26.02,1,1,1,0,0.0,42.3,low
LE440,RO,Chloroform,67-66-3,ClC(Cl)Cl,119.37,0.31092121188494,0.295384038051277,0.0,1.825,1.4835,3.08729386157617e-09,,1.12,1.97,1.97,7950.0,-0.0874115277790443,0.180106635477796,28.9,3.04,3.18,0.0,0.43,0.49,0.15,0.02,0.6167,100.0,0.217648387362773,1.35716162031072,0.127564423022979,1.0,-0.277903974499612,41.5,40.5036427917544,-18.37,-1.36945788996213,-65.2126620931552,,510.0,703.79,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,119.37800000000001,1.9864,0.0,0,0,0,0,1.0,38.87,low
HL,RO,Sulfamethazine,57-68-1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,278.33,0.587332954975285,0.438024329114711,-0.5037,0.65,1.4655,7.27829798275696e-06,2.65,7.65,,,1300.0,-0.398727717127439,0.263723645180313,71.4,4.9,7.04,5.5407,2.13,2.53,0.59,1.53,2.0043,190.0,0.311186830590451,1.40759275796985,0.166131856349469,0.805951797154136,-1.56339841662636,26.8,55.0,-11.0,-0.808970155470014,-26.9432506245784,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,278.337,1.4764399999999998,97.97,5,2,2,3,0.16666666666666666,88.829,low
TFC-SR2,NF,Caffeine,58-08-2,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,194.19,0.473,0.370459538571697,0.0,-0.04,1.23,1.80562697831881e-09,10.4,,0.28,0.28,21600.0,-0.327863466099482,0.331703432635988,55.7,4.44,5.03,0.0,1.5,1.82,0.08,1.25,1.3632,460.0,0.509227168082623,0.727493664500612,0.074259702887305,1.0,-1.21192755326725,57.0,49.077398473848,-10.6,-0.779129280278631,-15.8575708426928,,500.0,360.0,0.0003,7.0,Nanofiltration as tertiary treatment method for removing trace pharmaceutically active compounds in wastewater from wastewater treatment plants,194.194,-1.0293,61.82,3,0,2,0,0.375,40.6,low
NF90,NF,2-Naphthalenesulfonic acid,120-18-3,O=S(=O)(O)C1=CC=C2C=CC=CC2=C1,206.285,0.482712129534778,0.381024800219834,-1.0,2.144,1.423,2.70129739651841e-09,0.27,,-2.69,-2.7,60000.0,-0.2817916062671,0.294033163760985,58.7,3.89,5.99,27.29,1.948,2.6,0.003,1.173,1.425,118.0,0.23866774606206,1.59646540643476,0.355770981073384,0.345571130038132,-1.11707066168441,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,1.6,9.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,208.238,2.0865,54.370000000000005,2,1,2,1,0.0,94.119,high
RE-BLR,RO,Trichloroethylene,79-01-6,ClC=C(Cl)Cl,131.38,0.347138300969513,0.308861315213768,0.0,2.178,1.4642,1.14131556697558e-05,,0.95,2.42,2.42,1280.0,-0.0903590844896965,0.117603186740394,31.0,3.13,3.85,0.0,0.52,0.37,0.08,0.03,0.7146,100.0,0.217648387362773,1.41908386713182,0.175631287690161,1.0,-0.365687052498876,47.0,43.3132974569274,-17.61,-1.31055524865276,-62.4077579977046,,480.0,2880.0,0.1,8.0,Modeling of RO/NF membrane rejections of PhACs and organic compounds: a statistical analysis,131.389,2.5017000000000005,0.0,0,0,0,0,0.0,33.0,low
TS80,NF,Estrone,53-16-7,C[C@]12CCC3C4=CC=C(O)C=C4CC[C@H]3[C@H]1CCC2=O,270.372,0.526205283135774,0.432150461890349,0.0,4.309,1.236,1.86897167404388e-09,10.25,,3.13,3.13,30.0,-0.507956032195299,0.138555679347761,46.0,4.06,6.82,0.0,1.73,2.05,0.5,1.08,2.1558,200.0,0.320205775712734,1.34960233283876,0.122221791126303,1.0,-0.914253382100706,56.6,48.8322519228077,-32.7,-2.55095244685132,-82.5680260382328,89.1,1034.21,1440.0,0.00109,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,270.37199999999996,3.817400000000002,37.3,2,1,4,0,0.6111111111111112,39.0,low
NF90,NF,Erythromycin,114-07-8,CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2CC(C)(OC)[C@@H](O)C(C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)CC(N(C)C)[C@H]2O)C(C)(O)C[C@@H](C)C(=O)C(C)[C@@H](O)C1(C)O,733.937,0.797844596397068,0.687824430589512,1.0,2.596,1.2,6.58786284917566e-10,,8.9,-0.02,1.69,2000.0,-0.458936581170685,0.311188420284121,51.4,6.83,9.32,-27.29,2.9,3.73,1.25,4.96,5.773,118.0,0.23866774606206,2.88193290437603,3.5416714565732,2.89376025100724,-0.933335138160762,37.0,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,733.9370000000002,1.785600000000004,193.91,14,5,3,7,0.9459459459459459,100.0,high
NF90,NF,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.8735,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,23.837815,1.89,2.23,0.58,1.29,1.7244,118.0,0.23866774606206,1.75647561937335,0.572255362706293,0.395286939584589,-1.40025216674653,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,600.0,10.0,0.5,7.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,99.983,high
SW30XLE,RO,Cinnamic Acid,621-82-9,O=C(O)/C=C/C1=CC=CC=C1,148.161,0.442954850972421,0.32663262213404,-0.9979,2.136,1.184,2.86015232525621e-09,4.34,,1.13,-0.66,546.0,-0.478073604465958,0.327821184684523,49.7,3.51,5.59,14.9685,0.973,1.281,0.591,0.796999999999999,1.192,100.0,0.217648387362773,1.50073531943801,0.250735860132686,0.558327336679179,-1.0194824686248,55.0,47.8630498332721,-15.0,-1.11037496503814,-52.8753077568041,,1550.0,10.0,20.0,7.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes ,148.161,1.7844,37.3,1,1,1,2,0.0,98.9,high
SW30XLE,RO,"1,5-Pentanediol",111-29-5,OCCCCCO,104.149,0.404799950592882,0.277214974139452,0.0,-0.187,0.9939,3.56673839656076e-09,14.83,,-0.1,-0.1,1000000.0,-0.396376557147956,0.0430538631503625,38.6,2.89,5.67,0.0,0.39,0.9,0.72,0.92,0.9305,100.0,0.217648387362773,1.27368264703655,0.0749021912889329,1.0,-0.66109574988692,55.0,47.8630498332721,-15.0,-1.11037496503814,-52.8753077568041,,1550.0,10.0,2000.0,7.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes ,104.149,0.14130000000000004,40.46,2,2,0,4,1.0,98.7,high
CPA3,RO,Dexamethasone,50-02-2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.467,0.60091430337445,0.51399155556112,0.0,1.682,1.32,1.38973749748739e-09,12.13,,1.83,1.83,89.0,-0.389712415855976,0.189906192226869,56.5,4.86,7.43,0.0,2.04,3.51,0.71,1.92,2.9132,100.0,0.217648387362773,2.3615684076005,1.85386852857576,1.0,-1.36453645283989,73.0,59.6644481387874,-15.0,-1.11037496503814,-52.8753077568041,,1000.0,120.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,392.4670000000002,1.8957000000000002,94.83,5,3,4,2,0.7272727272727273,96.3,high
TS80,NF,Bentazon,25057-89-0,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,240.28,0.484528636924589,0.409059027829172,-1.0,0.757,1.41,2.20723718234553e-09,3.3,,0.24,0.04,570.0,-0.267832934036988,0.326195645831808,48.0,4.02,5.84,32.7,1.425,1.921,0.266,0.821,1.6676,200.0,0.320205775712734,1.27748797447099,0.0769995759760128,0.279934614903336,-0.925091285673476,48.0,43.8532610584624,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,10.0,0.002,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,240.284,1.2074999999999998,66.48,3,1,2,1,0.3,98.1,high
ES20,RO,"2,4-Dinitrophenol",51-28-5,O=[N+]([O-])C1=CC=C(O)C([N+](=O)[O-])=C1,184.107,0.441902704223452,0.361379671038929,-1.0,1.55,1.683,3.29350101263475e-09,4.09,,0.19,-1.28,2790.0,-0.502086632291487,0.317062721266339,79.6,3.89,5.02,6.0,1.2,1.49,0.09,0.56,1.1235,150.0,0.272796180254854,1.32472408778348,0.105445733186813,0.791666916173068,-1.73047413880233,47.0,43.3132974569274,-6.0,-0.438899975616314,-16.6750049745822,4.0,294.2,10.0,10.0,7.0,Rejection of organic compounds by ultra-low pressure reverse osmosis membrane,184.10699999999997,1.2086,106.51000000000002,5,1,1,2,0.0,94.457,high
NF200,NF,Estrone,53-16-7,C[C@]12CC[C@@H]3C4=CC=C(O)C=C4CC[C@H]3C1CCC2=O,270.372,0.526205283135774,0.432150461890349,0.0,4.309,1.236,1.86897167404388e-09,10.25,,3.13,3.13,30.0,-0.507956032195299,0.138555679347761,46.0,4.06,6.82,0.0,1.73,2.05,0.5,1.08,2.1558,300.0,0.40133958063462,1.07677010377847,0.00589364883415706,1.0,-0.811091848834868,37.5,38.640678013963,-20.5,-1.53617815656346,-39.6705565430239,5.2,276.0,10.0,0.053,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,270.37199999999996,3.817400000000002,37.3,2,1,4,0,0.6111111111111112,77.63,low
NF90,NF,"1,5-naphthalenedisulfonic acid",81-04-9,O=S(=O)(O)C1=CC=CC2=C(S(=O)(=O)O)C=CC=C12,288.29,0.559061713945786,0.445250776645573,-2.0,1.325,1.704,2.49134820125882e-09,-0.6,,-5.39,-5.39,1000000.0,-0.281775017090775,0.29463492170578,76.4,4.75,6.58,54.58,2.50399999999999,4.281,0.003,2.125,1.76459999999999,118.0,0.23866774606206,1.86556744257264,0.749206997641741,0.119419405915831,-1.51988817812528,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,1.6,7.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,288.302,1.3332000000000002,108.74,4,2,2,2,0.0,94.509,high
SW30XLE,RO,1-Butanol ,71-36-3,CCCCO,74.1,0.355834231068345,0.23659926654907,0.0,0.84,0.8098,2.96195542612578e-09,16.1,,0.88,0.88,68000.0,-0.39637675206921,0.0430422834852069,26.0,2.82,4.49,0.0,0.22,0.42,0.37,0.48,0.7309,100.0,0.217648387362773,1.08707107558169,0.00758137220295236,1.0,-0.184120423827595,55.0,47.8630498332721,-15.0,-1.11037496503814,-52.8753077568041,,1550.0,10.0,2000.0,7.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes ,74.12299999999999,0.7787999999999999,20.23,1,1,0,2,1.0,90.5,high
LE440,RO,Primidone,125-33-7,CCC1(C2=CC=CC=C2)C(=O)NCNC1=O,218.256,0.474531347752706,0.391160385585682,0.0,1.118,1.138,7.23579986140566e-06,12.3,4.31,0.91,0.91,500.0,-0.337465719619899,0.24107687820318,38.5,4.17,5.4,0.0,1.527,2.59,0.645,2.557,1.72719999999999,100.0,0.217648387362773,1.79721242286855,0.635547647175944,1.0,-0.603829924311119,41.5,40.5036427917544,-18.37,-1.36945788996213,-65.2126620931552,,510.0,10.0,0.1,8.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,218.25599999999994,0.5378999999999999,58.2,2,2,2,2,0.3333333333333333,83.0,low
XLE,RO,Trichloroacetic acid,76-03-9,O=C(O)C(Cl)(Cl)Cl,163.38,0.349349395305044,0.341839909008673,-1.0,1.529,1.6126,1.06112463645652e-05,0.51,,-2.22,-2.23,54000.0,-0.47808031567667,0.355610760682494,53.0,3.17,3.85,33.0,0.52,1.21,1.01,0.26,0.832,96.0,0.212755369932112,1.60672752522181,0.368118289861782,0.27668379805783,-0.98268940309678,46.9,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,552.0,1443.48,0.1,8.0,"Rejection of organic micropollutants (disinfection by-products, endocrine disrupting compounds, and pharmaceutically active compounds) by NF/RO membranes",163.387,1.4412,37.3,1,1,0,0,0.5,78.78,low
NF90,NF,perﬂuorooctane sulfonate,1763-23-1,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499.12,0.527594541290943,0.574836841254657,-1.0,5.43,,,-0.27,,3.66,3.66,553.0,2.80316778090608,3.29741248029618,19.6,4.04,6.89,27.29,-0.692,1.161,0.003,0.996,1.8763,118.0,0.23866774606206,2.40852335826385,1.98393805077487,0.345571130038132,0.0902819343770589,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,1379.0,123.04,10.0,4.0,Effect of Flux (Transmembrane Pressure) and Membrane Properties on Fouling and Rejection of Reverse Osmosis and Nanofiltration Membranes Treating Perfluorooctane Sulfonate Containing Wastewater,500.1259999999999,4.841100000000001,54.370000000000005,2,1,0,7,1.0,99.09,high
NF200,NF,"2,4-Dihydroxybenzoic acid",89-86-1,O=C(O)C1=CC=C(O)C=C1O,154.121,0.42578750568799,0.332683215319301,-0.8883,1.674,1.559,3.70262761444497e-09,3.11,,-1.1,-1.41,5780.0,-0.507822480145235,0.338973937207279,84.2,3.59,5.05,18.21015,1.14,1.16,1.06,0.56,1.0491,300.0,0.40133958063462,0.828931985211238,0.0292642656837681,0.492123313267862,-1.66110231837384,30.3,35.7017071660267,-20.5,-1.53617815656346,-39.6705565430239,5.2,448.159,10.0,1.6,4.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,154.12099999999998,0.7959999999999998,77.76,3,3,1,1,0.0,37.93,low
